L,a,b,hex_srgb
74.0,-46.0,58.0,#7DC941
74.0,-46.0,112.0,#8CC900
74.0,-40.0,28.0,#76C881
74.0,-40.0,54.0,#89C74C
74.0,-40.0,104.0,#97C600
74.0,-34.0,102.0,#A3C400
74.0,-32.0,28.0,#8AC581
74.0,-30.0,-30.0,#00C7EC
74.0,-26.0,-38.0,#00C6FB
74.0,-24.0,122.0,#B6BF00
74.0,-22.0,-18.0,#68C3D6
74.0,-18.0,-30.0,#58C2EC
74.0,-16.0,-24.0,#6FC0E1
74.0,-16.0,0.0,#94BFB5
74.0,-16.0,72.0,#BDBC18
74.0,-16.0,82.0,#BFBB00
74.0,-14.0,-44.0,#34C1FF
74.0,-14.0,54.0,#BCBB4E
74.0,-14.0,62.0,#BEBB3B
74.0,-10.0,-14.0,#91BCCF
74.0,-10.0,2.0,#A3BBB2
74.0,-8.0,-42.0,#5FBEFF
74.0,-8.0,48.0,#C4B85B
74.0,-4.0,96.0,#D5B500
74.0,2.0,28.0,#CCB383
74.0,2.0,94.0,#DEB100
74.0,8.0,-20.0,#B2B3DA
74.0,8.0,-12.0,#BBB2CC
74.0,8.0,98.0,#E7AD00
74.0,10.0,38.0,#DDAE70
74.0,10.0,114.0,#EBAC00
74.0,14.0,86.0,#EFAA00
74.0,16.0,36.0,#E6AA74
74.0,18.0,102.0,#F6A700
74.0,20.0,18.0,#E4A896
74.0,22.0,32.0,#EEA67C
74.0,22.0,70.0,#F8A42A
74.0,26.0,52.0,#FAA256
74.0,28.0,66.0,#FFA036
74.0,30.0,40.0,#FC9F6E
74.0,32.0,96.0,#FF9C00
74.0,34.0,60.0,#FF9B46
74.0,38.0,126.0,#FF9600
74.0,46.0,-36.0,#EA98F9
74.0,48.0,56.0,#FF8E50
74.0,50.0,-44.0,#E995FF
74.0,50.0,-24.0,#FB93E3
74.0,50.0,38.0,#FF8D73
74.0,50.0,124.0,#FF8B00
74.0,54.0,-32.0,#FB90F2
74.0,56.0,96.0,#FF8400
74.0,58.0,42.0,#FF846C
74.0,60.0,48.0,#FF8161
74.0,66.0,42.0,#FF7A6D
74.0,76.0,-14.0,#FF72D2
75.0,-128.0,40.0,#00E468
75.0,-128.0,72.0,#00E400
75.0,-124.0,34.0,#00E475
75.0,-114.0,22.0,#00E28C
75.0,-112.0,64.0,#00E02D
75.0,-112.0,72.0,#00E000
75.0,-110.0,28.0,#00E181
75.0,-92.0,34.0,#00DC76
75.0,-84.0,34.0,#00DA76
75.0,-78.0,-20.0,#00DBDB
75.0,-78.0,28.0,#00D882
75.0,-74.0,22.0,#00D78D
75.0,-74.0,50.0,#00D655
75.0,-74.0,58.0,#00D642
75.0,-68.0,52.0,#26D451
75.0,-66.0,66.0,#47D32B
75.0,-64.0,10.0,#00D5A4
75.0,-64.0,30.0,#00D47F
75.0,-64.0,108.0,#62D200
75.0,-58.0,-42.0,#00D6FF
75.0,-58.0,-26.0,#00D5E7
75.0,-54.0,-36.0,#00D4F9
75.0,-54.0,54.0,#68CF4D
75.0,-54.0,62.0,#6DCF39
75.0,-46.0,78.0,#88CC00
75.0,-44.0,34.0,#73CC78
75.0,-42.0,22.0,#6CCC8F
75.0,-40.0,-24.0,#00CEE3
75.0,-40.0,72.0,#93C916
75.0,-40.0,80.0,#96C900
75.0,-38.0,-36.0,#00CEFA
75.0,-38.0,-18.0,#00CDD8
75.0,-34.0,50.0,#97C758
75.0,-34.0,82.0,#A2C700
75.0,-32.0,38.0,#94C770
75.0,-30.0,16.0,#86C79A
75.0,-30.0,44.0,#9CC664
75.0,-28.0,60.0,#A7C441
75.0,-28.0,92.0,#AFC400
75.0,-22.0,102.0,#BBC100
75.0,-20.0,32.0,#A9C27D
75.0,-18.0,12.0,#9EC2A2
75.0,-18.0,40.0,#B1C06D
75.0,-18.0,48.0,#B5C05D
75.0,-16.0,106.0,#C5BE00
75.0,-16.0,114.0,#C6BE00
75.0,-14.0,-36.0,#5BC3FA
75.0,-12.0,14.0,#ACBE9F
75.0,-12.0,42.0,#BDBD6A
75.0,-10.0,74.0,#CBBB14
75.0,-8.0,-8.0,#A0BEC7
75.0,-6.0,-2.0,#ABBCBC
75.0,-4.0,68.0,#D3B82E
75.0,-2.0,74.0,#D8B717
75.0,2.0,18.0,#C9B698
75.0,4.0,112.0,#E5B200
75.0,10.0,70.0,#E9AF2A
75.0,10.0,126.0,#EFAF00
75.0,16.0,-30.0,#BAB1F0
75.0,18.0,-4.0,#D7ADC0
75.0,24.0,-30.0,#CAACF0
75.0,24.0,112.0,#FFA500
75.0,26.0,-24.0,#D4AAE5
75.0,32.0,-6.0,#EDA3C5
75.0,34.0,-24.0,#E3A3E5
75.0,36.0,108.0,#FF9B00
75.0,42.0,-24.0,#F09DE6
75.0,46.0,-4.0,#FF97C2
75.0,48.0,-30.0,#F598F1
75.0,48.0,90.0,#FF9000
75.0,50.0,-16.0,#FF94D7
75.0,50.0,24.0,#FF918F
75.0,54.0,-4.0,#FF8FC2
75.0,54.0,52.0,#FF8B5B
75.0,54.0,84.0,#FF8A00
75.0,56.0,-22.0,#FF8FE2
75.0,60.0,-36.0,#FF8DFC
75.0,60.0,70.0,#FF8335
75.0,62.0,28.0,#FF8389
75.0,64.0,-22.0,#FF86E3
75.0,66.0,-42.0,#FF87FF
75.0,66.0,-34.0,#FF85F9
76.0,-128.0,24.0,#00E88B
76.0,-120.0,42.0,#00E667
76.0,-120.0,76.0,#00E500
76.0,-120.0,84.0,#00E500
76.0,-110.0,10.0,#00E5A6
76.0,-108.0,106.0,#00E200
76.0,-104.0,64.0,#00E131
76.0,-100.0,98.0,#00E000
76.0,-98.0,10.0,#00E2A6
76.0,-96.0,60.0,#00DF3E
76.0,-96.0,76.0,#00DF00
76.0,-96.0,112.0,#00DF00
76.0,-94.0,4.0,#00E1B1
76.0,-94.0,16.0,#00E09B
76.0,-92.0,104.0,#00DE00
76.0,-90.0,22.0,#00DF90
76.0,-88.0,28.0,#00DE84
76.0,-88.0,52.0,#00DD52
76.0,-84.0,96.0,#00DC00
76.0,-82.0,110.0,#00DB00
76.0,-80.0,14.0,#00DC9F
76.0,-80.0,60.0,#00DB3F
76.0,-78.0,6.0,#00DCAE
76.0,-76.0,98.0,#30D900
76.0,-76.0,106.0,#34D900
76.0,-72.0,116.0,#4BD800
76.0,-70.0,110.0,#52D700
76.0,-68.0,76.0,#4AD700
76.0,-62.0,-6.0,#00D8C5
76.0,-60.0,98.0,#6ED400
76.0,-58.0,30.0,#3CD581
76.0,-56.0,-10.0,#00D6CC
76.0,-54.0,-4.0,#00D5C1
76.0,-54.0,120.0,#81D100
76.0,-52.0,112.0,#85D100
76.0,-50.0,32.0,#62D17E
76.0,-50.0,100.0,#88D000
76.0,-48.0,16.0,#50D19C
76.0,-44.0,96.0,#94CE00
76.0,-42.0,66.0,#90CD32
76.0,-40.0,-8.0,#35D0C9
76.0,-40.0,16.0,#6DCE9D
76.0,-36.0,6.0,#6BCDAF
76.0,-36.0,60.0,#9ACB43
76.0,-34.0,110.0,#AAC900
76.0,-34.0,126.0,#ABC900
76.0,-30.0,0.0,#74CBBA
76.0,-30.0,72.0,#AAC81D
76.0,-28.0,-16.0,#5BCBD8
76.0,-26.0,-10.0,#70CACD
76.0,-26.0,28.0,#9DC787
76.0,-22.0,72.0,#B9C41F
76.0,-22.0,90.0,#BDC400
76.0,-20.0,24.0,#A6C58E
76.0,-16.0,94.0,#C7C100
76.0,-10.0,82.0,#CFBE00
76.0,-10.0,90.0,#D1BE00
76.0,-10.0,98.0,#D2BD00
76.0,0.0,-20.0,#A6BDE0
76.0,2.0,58.0,#DDB74C
76.0,8.0,44.0,#E2B46A
76.0,8.0,52.0,#E5B459
76.0,16.0,52.0,#F1AE5A
76.0,16.0,68.0,#F5AE35
76.0,18.0,114.0,#FDAC00
76.0,20.0,88.0,#FEAB00
76.0,22.0,64.0,#FDAA40
76.0,24.0,-18.0,#D9ADDD
76.0,24.0,78.0,#FFA810
76.0,26.0,-12.0,#E1ABD2
76.0,26.0,84.0,#FFA600
76.0,34.0,48.0,#FFA164
76.0,40.0,42.0,#FF9C70
76.0,40.0,82.0,#FF9A00
76.0,46.0,76.0,#FF9522
76.0,58.0,34.0,#FF8A80
76.0,64.0,20.0,#FF849A
76.0,66.0,-28.0,#FF87F0
76.0,76.0,-38.0,#FF7CFF
77.0,-128.0,54.0,#00EA4E
77.0,-128.0,64.0,#00EA32
77.0,-128.0,80.0,#00EA00
77.0,-120.0,54.0,#00E84F
77.0,-112.0,54.0,#00E74F
77.0,-108.0,16.0,#00E79D
77.0,-104.0,22.0,#00E692
77.0,-104.0,30.0,#00E582
77.0,-104.0,38.0,#00E572
77.0,-104.0,46.0,#00E562
77.0,-104.0,54.0,#00E54F
77.0,-104.0,70.0,#00E41D
77.0,-104.0,78.0,#00E400
77.0,-100.0,16.0,#00E59D
77.0,-96.0,-14.0,#00E6D6
77.0,-96.0,70.0,#00E21E
77.0,-94.0,-8.0,#00E5CA
77.0,-92.0,-2.0,#00E4BF
77.0,-92.0,94.0,#00E100
77.0,-88.0,46.0,#00E162
77.0,-88.0,78.0,#00E000
77.0,-80.0,-28.0,#00E2F0
77.0,-78.0,-4.0,#00E0C3
77.0,-74.0,-32.0,#00E1F7
77.0,-68.0,-36.0,#00DFFF
77.0,-68.0,-20.0,#00DEE1
77.0,-66.0,36.0,#09DA78
77.0,-60.0,66.0,#64D732
77.0,-58.0,72.0,#6DD61B
77.0,-56.0,10.0,#00D8AA
77.0,-56.0,46.0,#60D664
77.0,-54.0,-20.0,#00D9E1
77.0,-54.0,16.0,#32D79F
77.0,-46.0,-38.0,#00D7FF
77.0,-46.0,88.0,#91D100
77.0,-44.0,-32.0,#00D6F8
77.0,-40.0,-2.0,#4ED2C1
77.0,-36.0,44.0,#94CE69
77.0,-34.0,-8.0,#59D0CC
77.0,-34.0,90.0,#AACC00
77.0,-30.0,6.0,#80CDB2
77.0,-30.0,22.0,#91CC94
77.0,-28.0,84.0,#B4C900
77.0,-28.0,100.0,#B6C900
77.0,-24.0,10.0,#94CAAB
77.0,-24.0,18.0,#9CCA9C
77.0,-22.0,-34.0,#3FCDFC
77.0,-22.0,78.0,#BDC700
77.0,-20.0,54.0,#B9C655
77.0,-10.0,126.0,#D7C000
77.0,-8.0,34.0,#C6C17F
77.0,-6.0,14.0,#BEC1A4
77.0,-6.0,116.0,#DCBE00
77.0,-4.0,80.0,#DCBD00
77.0,-4.0,88.0,#DDBD00
77.0,-2.0,-28.0,#99C2F1
77.0,-2.0,-4.0,#B6C0C5
77.0,-2.0,36.0,#D1BD7B
77.0,-2.0,106.0,#E2BC00
77.0,2.0,-34.0,#9AC0FD
77.0,2.0,-8.0,#BBBDCD
77.0,2.0,82.0,#E5B900
77.0,4.0,-28.0,#A8BEF2
77.0,4.0,-14.0,#B9BDD8
77.0,4.0,4.0,#C9BBB7
77.0,8.0,-40.0,#9FBDFF
77.0,8.0,86.0,#EFB600
77.0,10.0,-34.0,#ADBBFD
77.0,12.0,108.0,#F7B300
77.0,16.0,-40.0,#B2B8FF
77.0,16.0,96.0,#FCB000
77.0,20.0,-10.0,#DBB2D1
77.0,20.0,44.0,#F8AF6D
77.0,24.0,100.0,#FFAA00
77.0,26.0,106.0,#FFA900
77.0,26.0,122.0,#FFA800
77.0,30.0,14.0,#FBA9A6
77.0,30.0,22.0,#FFA897
77.0,32.0,116.0,#FFA400
77.0,32.0,124.0,#FFA400
77.0,34.0,-34.0,#DFAAFD
77.0,34.0,8.0,#FEA6B1
77.0,36.0,88.0,#FFA100
77.0,38.0,-4.0,#FEA4C7
77.0,38.0,30.0,#FFA189
77.0,38.0,94.0,#FF9F00
77.0,38.0,102.0,#FF9F00
77.0,40.0,2.0,#FFA1BC
77.0,40.0,76.0,#FF9D24
77.0,42.0,58.0,#FF9C53
77.0,44.0,-10.0,#FF9FD2
77.0,44.0,16.0,#FF9DA3
77.0,44.0,24.0,#FF9C94
77.0,44.0,32.0,#FF9B85
77.0,44.0,64.0,#FF9A46
77.0,44.0,106.0,#FF9900
77.0,50.0,18.0,#FF979F
77.0,52.0,64.0,#FF9247
77.0,56.0,20.0,#FF909C
77.0,58.0,58.0,#FF8C55
77.0,70.0,-18.0,#FF84E1
78.0,-126.0,90.0,#00EC00
78.0,-120.0,60.0,#00EB42
78.0,-120.0,96.0,#00EB00
78.0,-118.0,30.0,#00EC85
78.0,-114.0,102.0,#00E900
78.0,-102.0,110.0,#00E600
78.0,-98.0,86.0,#00E500
78.0,-98.0,104.0,#00E500
78.0,-96.0,44.0,#00E669
78.0,-88.0,72.0,#00E31A
78.0,-82.0,78.0,#00E100
78.0,-72.0,32.0,#00DF82
78.0,-68.0,-2.0,#00DFC3
78.0,-68.0,86.0,#58DC00
78.0,-66.0,4.0,#00DEB7
78.0,-64.0,124.0,#6EDB00
78.0,-62.0,-20.0,#00DFE4
78.0,-58.0,4.0,#00DCB8
78.0,-58.0,36.0,#4EDA7B
78.0,-52.0,84.0,#85D700
78.0,-50.0,-32.0,#00DBFB
78.0,-50.0,-14.0,#00DAD9
78.0,-48.0,-26.0,#00DAF0
78.0,-46.0,40.0,#7CD573
78.0,-46.0,48.0,#82D563
78.0,-42.0,-14.0,#00D7D9
78.0,-40.0,124.0,#A5D100
78.0,-34.0,-14.0,#4CD3DA
78.0,-34.0,12.0,#7FD1AA
78.0,-28.0,54.0,#ADCD57
78.0,-28.0,112.0,#BBCC00
78.0,-24.0,-26.0,#57D0F0
78.0,-20.0,64.0,#C0C940
78.0,-16.0,-6.0,#98CACB
78.0,-14.0,-18.0,#8CCAE2
78.0,-10.0,20.0,#BDC59C
78.0,-10.0,28.0,#C2C58C
78.0,-8.0,-24.0,#92C7ED
78.0,-6.0,-18.0,#A0C6E2
78.0,-4.0,42.0,#D4C172
78.0,-2.0,126.0,#E6BE00
78.0,0.0,6.0,#C6C0B6
78.0,2.0,44.0,#DEBD6E
78.0,2.0,70.0,#E6BC32
78.0,6.0,76.0,#EEBA1D
78.0,8.0,12.0,#D9BBAB
78.0,8.0,20.0,#DDBB9C
78.0,8.0,28.0,#E1BA8D
78.0,12.0,80.0,#F7B606
78.0,12.0,120.0,#FBB500
78.0,14.0,-14.0,#CFB9DB
78.0,14.0,8.0,#E0B7B3
78.0,14.0,16.0,#E5B7A4
78.0,14.0,24.0,#E9B695
78.0,18.0,78.0,#FFB218
78.0,18.0,126.0,#FFB100
78.0,20.0,6.0,#E9B3B7
78.0,24.0,-36.0,#CCB5FF
78.0,26.0,-4.0,#EDB0C9
78.0,26.0,4.0,#F2AFBA
78.0,26.0,28.0,#FEAE8E
78.0,28.0,34.0,#FFAC83
78.0,30.0,78.0,#FFA91C
78.0,32.0,54.0,#FFA85D
78.0,34.0,-18.0,#F0ABE3
78.0,36.0,-12.0,#F8A9D8
78.0,36.0,68.0,#FFA43E
78.0,38.0,18.0,#FFA4A1
78.0,40.0,-36.0,#EBA8FF
78.0,42.0,-30.0,#F4A6F9
78.0,42.0,-18.0,#FEA4E3
78.0,42.0,112.0,#FF9E00
78.0,42.0,120.0,#FF9E00
78.0,44.0,52.0,#FF9D62
78.0,44.0,126.0,#FF9C00
78.0,48.0,96.0,#FF9800
78.0,48.0,114.0,#FF9800
78.0,50.0,-10.0,#FF9CD5
78.0,50.0,6.0,#FF9AB8
78.0,50.0,46.0,#FF986E
78.0,56.0,-16.0,#FF97E0
78.0,60.0,12.0,#FF8FAD
78.0,62.0,-6.0,#FF8FCE
78.0,66.0,6.0,#FF89B9
78.0,66.0,14.0,#FF88AA
78.0,72.0,-26.0,#FF85F3
79.0,-128.0,48.0,#00F061
79.0,-118.0,16.0,#00EFA2
79.0,-114.0,90.0,#00EC00
79.0,-108.0,96.0,#00EB00
79.0,-106.0,6.0,#00EDB6
79.0,-104.0,88.0,#00EA00
79.0,-100.0,2.0,#00ECBD
79.0,-98.0,28.0,#00EA8C
79.0,-88.0,-8.0,#00E9D0
79.0,-88.0,40.0,#00E774
79.0,-88.0,100.0,#00E500
79.0,-86.0,12.0,#00E7AB
79.0,-86.0,86.0,#00E500
79.0,-82.0,-12.0,#00E7D8
79.0,-82.0,66.0,#00E436
79.0,-80.0,40.0,#00E474
79.0,-76.0,92.0,#3BE200
79.0,-72.0,102.0,#53E000
79.0,-68.0,-14.0,#00E3DC
79.0,-66.0,16.0,#00E1A4
79.0,-66.0,114.0,#6BDE00
79.0,-64.0,24.0,#00E095
79.0,-60.0,18.0,#00DEA0
79.0,-60.0,56.0,#62DD53
79.0,-60.0,118.0,#7CDC00
79.0,-54.0,104.0,#88DA00
79.0,-50.0,72.0,#88D925
79.0,-48.0,22.0,#63DA99
79.0,-48.0,108.0,#97D800
79.0,-48.0,116.0,#98D700
79.0,-48.0,124.0,#98D700
79.0,-46.0,0.0,#39DAC2
79.0,-46.0,8.0,#51DAB3
79.0,-44.0,28.0,#78D88E
79.0,-42.0,112.0,#A4D500
79.0,-40.0,50.0,#95D562
79.0,-40.0,92.0,#A4D400
79.0,-38.0,-30.0,#00D9FA
79.0,-36.0,116.0,#B0D200
79.0,-34.0,98.0,#B1D200
79.0,-32.0,-36.0,#00D7FF
79.0,-30.0,118.0,#BBD000
79.0,-18.0,18.0,#AECCA2
79.0,-18.0,126.0,#D0CA00
79.0,-16.0,6.0,#A8CCB8
79.0,-16.0,78.0,#CEC90E
79.0,-12.0,120.0,#D9C700
79.0,-10.0,52.0,#D0C760
79.0,-8.0,-36.0,#7ECBFF
79.0,-8.0,58.0,#D6C553
79.0,-8.0,110.0,#DFC400
79.0,-4.0,4.0,#BFC6BC
79.0,-2.0,-10.0,#B6C5D6
79.0,-2.0,52.0,#DEC260
79.0,0.0,24.0,#D5C297
79.0,2.0,90.0,#EDBF00
79.0,4.0,-2.0,#CAC1C7
79.0,4.0,104.0,#F1BD00
79.0,8.0,-8.0,#CCBFD3
79.0,8.0,34.0,#E7BD85
79.0,10.0,-2.0,#D5BEC8
79.0,10.0,94.0,#F9BA00
79.0,10.0,102.0,#FAB900
79.0,12.0,62.0,#F7B94C
79.0,14.0,-8.0,#D7BBD3
79.0,14.0,30.0,#EFB98D
79.0,18.0,58.0,#FFB555
79.0,20.0,24.0,#F6B598
79.0,20.0,108.0,#FFB200
79.0,26.0,58.0,#FFAF56
79.0,30.0,70.0,#FFAB3A
79.0,32.0,100.0,#FFA900
79.0,36.0,38.0,#FFA87F
79.0,38.0,52.0,#FFA564
79.0,40.0,10.0,#FFA6B3
79.0,42.0,88.0,#FFA100
79.0,44.0,46.0,#FFA070
79.0,54.0,12.0,#FF99B0
79.0,54.0,28.0,#FF9793
79.0,58.0,0.0,#FF95C6
79.0,60.0,-30.0,#FF97FD
79.0,60.0,6.0,#FF93BB
79.0,66.0,0.0,#FF8CC6
79.0,68.0,-12.0,#FF8BDC
80.0,-122.0,48.0,#00F264
80.0,-118.0,36.0,#00F27E
80.0,-116.0,50.0,#00F160
80.0,-114.0,76.0,#00F000
80.0,-112.0,68.0,#00EF30
80.0,-110.0,48.0,#00EF65
80.0,-108.0,82.0,#00EE00
80.0,-98.0,22.0,#00ED9A
80.0,-98.0,36.0,#00ED7E
80.0,-96.0,52.0,#00EC5D
80.0,-92.0,88.0,#00EA00
80.0,-90.0,-14.0,#00EDDE
80.0,-88.0,64.0,#00E93F
80.0,-88.0,116.0,#00E800
80.0,-86.0,-2.0,#00EBC8
80.0,-84.0,-20.0,#00ECE9
80.0,-84.0,4.0,#00EABC
80.0,-82.0,22.0,#00E89A
80.0,-82.0,120.0,#29E600
80.0,-78.0,46.0,#00E66B
80.0,-78.0,84.0,#2CE500
80.0,-76.0,-16.0,#00E9E2
80.0,-76.0,112.0,#4AE500
80.0,-74.0,-10.0,#00E8D7
80.0,-74.0,70.0,#36E42D
80.0,-74.0,78.0,#3FE400
80.0,-72.0,16.0,#00E6A6
80.0,-72.0,42.0,#00E573
80.0,-70.0,10.0,#00E5B2
80.0,-70.0,48.0,#26E467
80.0,-70.0,64.0,#45E341
80.0,-70.0,94.0,#5BE300
80.0,-66.0,-26.0,#00E6F5
80.0,-66.0,100.0,#6BE100
80.0,-64.0,42.0,#43E274
80.0,-62.0,48.0,#55E167
80.0,-62.0,82.0,#70E000
80.0,-60.0,-32.0,#00E5FF
80.0,-60.0,-14.0,#00E3DF
80.0,-56.0,92.0,#84DE00
80.0,-54.0,22.0,#4EDF9B
80.0,-52.0,2.0,#00DFC1
80.0,-50.0,56.0,#83DC56
80.0,-50.0,64.0,#87DC42
80.0,-46.0,-8.0,#00DDD4
80.0,-42.0,84.0,#A1D800
80.0,-38.0,32.0,#8FD889
80.0,-38.0,104.0,#ADD600
80.0,-36.0,38.0,#99D77D
80.0,-36.0,78.0,#ACD60C
80.0,-34.0,-20.0,#3CD9EA
80.0,-32.0,66.0,#B0D43F
80.0,-30.0,-26.0,#3CD8F6
80.0,-30.0,32.0,#A2D489
80.0,-28.0,38.0,#AAD37E
80.0,-28.0,124.0,#C2D100
80.0,-26.0,-4.0,#85D4CD
80.0,-26.0,44.0,#B2D272
80.0,-24.0,2.0,#93D3C2
80.0,-22.0,110.0,#CBCF00
80.0,-22.0,118.0,#CCCF00
80.0,-20.0,-18.0,#7FD3E7
80.0,-18.0,-26.0,#76D2F6
80.0,-16.0,86.0,#D2CC00
80.0,-14.0,-12.0,#9ACFDC
80.0,-12.0,70.0,#D5CA36
80.0,-10.0,0.0,#B2CCC6
80.0,-6.0,64.0,#DEC747
80.0,-6.0,72.0,#E0C731
80.0,0.0,98.0,#EEC300
80.0,2.0,12.0,#D3C4B0
80.0,4.0,-20.0,#BAC6EB
80.0,4.0,120.0,#F6C000
80.0,6.0,64.0,#F1BF49
80.0,10.0,-26.0,#C0C2F7
80.0,10.0,-18.0,#C9C2E8
80.0,16.0,-24.0,#CFBEF3
80.0,22.0,-26.0,#D9BAF7
80.0,22.0,12.0,#F6B7B1
80.0,24.0,18.0,#FDB5A6
80.0,24.0,116.0,#FFB200
80.0,30.0,-26.0,#E8B4F7
80.0,30.0,90.0,#FFAE00
80.0,32.0,0.0,#FFB0C7
80.0,32.0,62.0,#FFAD51
80.0,36.0,-28.0,#F1B0FB
80.0,48.0,12.0,#FFA1B2
80.0,48.0,28.0,#FFA095
80.0,50.0,-20.0,#FFA3ED
80.0,50.0,34.0,#FF9E8A
80.0,50.0,58.0,#FF9D5B
80.0,54.0,-26.0,#FF9FF8
80.0,60.0,-24.0,#FF99F4
80.0,64.0,-18.0,#FF94EA
81.0,-120.0,68.0,#00F433
81.0,-116.0,44.0,#00F470
81.0,-110.0,38.0,#00F37D
81.0,-108.0,26.0,#00F395
81.0,-94.0,8.0,#00F0B7
81.0,-92.0,26.0,#00EE95
81.0,-90.0,32.0,#00ED89
81.0,-88.0,110.0,#00EB00
81.0,-84.0,56.0,#00EB57
81.0,-82.0,32.0,#00EB8A
81.0,-82.0,114.0,#2DE900
81.0,-76.0,26.0,#00E996
81.0,-76.0,56.0,#00E857
81.0,-72.0,2.0,#00E9C3
81.0,-70.0,120.0,#66E500
81.0,-68.0,56.0,#48E658
81.0,-60.0,108.0,#81E200
81.0,-58.0,-6.0,#00E5D3
81.0,-56.0,124.0,#8DE000
81.0,-52.0,-8.0,#00E3D6
81.0,-50.0,92.0,#95DE00
81.0,-48.0,-20.0,#00E2ED
81.0,-44.0,16.0,#6EDEAA
81.0,-44.0,76.0,#9EDC1D
81.0,-40.0,-20.0,#00DFED
81.0,-40.0,4.0,#68DDC0
81.0,-40.0,22.0,#83DC9F
81.0,-40.0,56.0,#9EDB5A
81.0,-38.0,70.0,#A8D936
81.0,-36.0,84.0,#B0D800
81.0,-34.0,-2.0,#72DBCC
81.0,-26.0,70.0,#C0D437
81.0,-22.0,28.0,#B3D394
81.0,-22.0,98.0,#CDD100
81.0,-20.0,34.0,#BBD288
81.0,-18.0,70.0,#CED038
81.0,-16.0,102.0,#D8CE00
81.0,-14.0,46.0,#CCCF71
81.0,-14.0,58.0,#D1CE57
81.0,-14.0,108.0,#DCCD00
81.0,-12.0,64.0,#D7CD49
81.0,-10.0,40.0,#D1CD7D
81.0,-8.0,-12.0,#ACCFDF
81.0,-6.0,-6.0,#B7CDD4
81.0,4.0,54.0,#EEC462
81.0,6.0,40.0,#ECC37E
81.0,8.0,48.0,#F3C16E
81.0,10.0,56.0,#F8C05E
81.0,12.0,42.0,#F7BF7B
81.0,16.0,-32.0,#C8C2FF
81.0,20.0,72.0,#FFB839
81.0,20.0,92.0,#FFB800
81.0,22.0,52.0,#FFB867
81.0,24.0,38.0,#FFB783
81.0,26.0,44.0,#FFB578
81.0,28.0,-32.0,#E1B9FF
81.0,28.0,50.0,#FFB36C
81.0,34.0,44.0,#FFAF78
81.0,48.0,-32.0,#FFA9FF
81.0,50.0,-2.0,#FFA3CF
81.0,56.0,-8.0,#FF9EDA
81.0,62.0,-12.0,#FF98E1
82.0,-124.0,38.0,#00F97F
82.0,-124.0,54.0,#00F95C
82.0,-124.0,78.0,#00F800
82.0,-122.0,84.0,#00F800
82.0,-120.0,90.0,#00F700
82.0,-116.0,24.0,#00F89B
82.0,-112.0,18.0,#00F7A7
82.0,-108.0,58.0,#00F553
82.0,-106.0,74.0,#00F41F
82.0,-106.0,102.0,#00F300
82.0,-104.0,18.0,#00F5A7
82.0,-102.0,94.0,#00F200
82.0,-100.0,58.0,#00F254
82.0,-100.0,66.0,#00F23E
82.0,-98.0,74.0,#00F220
82.0,-96.0,-2.0,#00F4CD
82.0,-94.0,112.0,#00F000
82.0,-92.0,58.0,#00F054
82.0,-88.0,18.0,#00F0A7
82.0,-84.0,50.0,#00EE67
82.0,-84.0,92.0,#00ED00
82.0,-80.0,100.0,#38EC00
82.0,-78.0,106.0,#47EB00
82.0,-72.0,-24.0,#00EEF7
82.0,-66.0,106.0,#73E700
82.0,-64.0,30.0,#2CE891
82.0,-64.0,62.0,#63E74C
82.0,-64.0,70.0,#69E735
82.0,-64.0,92.0,#75E600
82.0,-62.0,0.0,#00E9CA
82.0,-62.0,8.0,#00E8BB
82.0,-60.0,102.0,#83E500
82.0,-56.0,78.0,#85E412
82.0,-54.0,112.0,#93E200
82.0,-52.0,12.0,#47E4B4
82.0,-52.0,34.0,#6FE38A
82.0,-52.0,42.0,#78E37A
82.0,-52.0,50.0,#7FE369
82.0,-48.0,100.0,#9EE000
82.0,-44.0,70.0,#9EDF38
82.0,-40.0,62.0,#A3DD4E
82.0,-34.0,20.0,#93DCA5
82.0,-34.0,52.0,#ABDB66
82.0,-34.0,60.0,#AFDB54
82.0,-34.0,122.0,#BDDA00
82.0,-30.0,90.0,#C0D800
82.0,-30.0,106.0,#C3D800
82.0,-28.0,14.0,#9CDAB1
82.0,-26.0,60.0,#BFD754
82.0,-26.0,76.0,#C4D726
82.0,-16.0,26.0,#C0D39B
82.0,-16.0,114.0,#DCD100
82.0,-14.0,92.0,#DDD000
82.0,-12.0,12.0,#BED2B5
82.0,-10.0,-30.0,#8DD4FF
82.0,-10.0,78.0,#E1CE21
82.0,-8.0,86.0,#E6CD00
82.0,-8.0,94.0,#E7CD00
82.0,-6.0,104.0,#EBCC00
82.0,-4.0,30.0,#D9CC94
82.0,-4.0,120.0,#F0CA00
82.0,0.0,-24.0,#B2CEF8
82.0,2.0,114.0,#F9C700
82.0,8.0,110.0,#FFC300
82.0,8.0,126.0,#FFC300
82.0,12.0,70.0,#FFC140
82.0,16.0,0.0,#EAC2CC
82.0,16.0,84.0,#FFBE03
82.0,16.0,100.0,#FFBE00
82.0,16.0,112.0,#FFBD00
82.0,22.0,82.0,#FFB917
82.0,24.0,66.0,#FFB84C
82.0,26.0,126.0,#FFB600
82.0,28.0,96.0,#FFB500
82.0,30.0,8.0,#FFB7BE
